2024-06-05 17:11:49,758 - __main__ - INFO - DataVisualizer initialized with Seaborn style set to 'whitegrid'.
2024-06-05 17:11:49,867 - __main__ - INFO - Loading checkpoint from e:\Project\models/checkpoints\ppo_agent_checkpoint.pt
2024-06-05 17:11:52,448 - __main__ - WARNING - Checkpoint does not contain required keys
2024-06-05 17:11:52,840 - __main__ - INFO - Environment reset and takeoff completed.
2024-06-05 17:16:16,226 - __main__ - INFO - DataVisualizer initialized with Seaborn style set to 'whitegrid'.
2024-06-05 17:16:16,335 - __main__ - INFO - Loading checkpoint from e:\Project\models/checkpoints\ppo_agent_checkpoint.pt
2024-06-05 17:16:18,237 - __main__ - WARNING - Checkpoint does not contain required keys
2024-06-05 17:16:18,704 - __main__ - INFO - Environment reset and takeoff completed.
2024-06-05 17:20:14,135 - __main__ - INFO - DataVisualizer initialized with Seaborn style set to 'whitegrid'.
2024-06-05 17:20:14,242 - __main__ - INFO - Loading checkpoint from e:\Project\models/checkpoints\ppo_agent_checkpoint.pt
2024-06-05 17:20:16,195 - __main__ - WARNING - Checkpoint does not contain required keys
2024-06-05 17:20:16,602 - __main__ - INFO - Environment reset and takeoff completed.
2024-06-05 17:23:28,395 - __main__ - INFO - DataVisualizer initialized with Seaborn style set to 'whitegrid'.
2024-06-05 17:23:28,489 - __main__ - INFO - Loading checkpoint from e:\Project\models/checkpoints\ppo_agent_checkpoint.pt
2024-06-05 17:23:30,253 - __main__ - WARNING - Checkpoint does not contain required keys
2024-06-05 17:23:30,737 - __main__ - INFO - Environment reset and takeoff completed.
2024-06-05 17:27:40,701 - __main__ - INFO - DataVisualizer initialized with Seaborn style set to 'whitegrid'.
2024-06-05 17:27:40,746 - __main__ - INFO - Loading checkpoint from e:\Project\models/checkpoints\ppo_agent_checkpoint.pt
2024-06-05 17:27:42,841 - __main__ - WARNING - Checkpoint does not contain required keys
2024-06-05 17:27:43,281 - __main__ - INFO - Environment reset and takeoff completed.
2024-06-05 17:27:48,000 - __main__ - INFO - Action: [0.48201379 0.48201379 0.48201379 0.48201379], Reward: tensor([-74.0156], grad_fn=<AddBackward0>), Done: False
2024-06-05 17:27:48,920 - __main__ - INFO - Epoch 0, Iteration 0: Reward: tensor([-74.0156], grad_fn=<AddBackward0>), Policy Loss: None, Value Loss: None, Total Loss: None, Entropy: None
2024-06-05 17:27:52,745 - __main__ - INFO - Action: [0.62180397 0.62180397 0.62180397 0.62180397], Reward: tensor([-26.6078], grad_fn=<AddBackward0>), Done: False
2024-06-05 17:27:56,404 - __main__ - INFO - Action: [0.69169906 0.69169906 0.69169906 0.69169906], Reward: tensor([-28.4593], grad_fn=<AddBackward0>), Done: False
2024-06-05 17:27:59,844 - __main__ - INFO - Action: [0.72664661 0.72664661 0.72664661 0.72664661], Reward: tensor([-30.2449], grad_fn=<AddBackward0>), Done: False
2024-06-05 17:28:04,124 - __main__ - INFO - Action: [0.8453371 0.8453371 0.8453371 0.8453371], Reward: tensor([-32.4828], grad_fn=<AddBackward0>), Done: False
2024-06-05 17:28:08,515 - __main__ - INFO - Action: [0.92019592 0.92019592 0.92019592 0.92019592], Reward: tensor([-34.7442], grad_fn=<AddBackward0>), Done: False
2024-06-05 17:28:12,716 - __main__ - INFO - Action: [0.95762534 0.95762534 0.95762534 0.95762534], Reward: tensor([-36.9640], grad_fn=<AddBackward0>), Done: False
2024-06-05 17:28:17,093 - __main__ - INFO - Action: [0.97634005 0.97634005 0.97634005 0.97634005], Reward: tensor([-39.0883], grad_fn=<AddBackward0>), Done: False
2024-06-05 17:28:21,469 - __main__ - INFO - Action: [0.97018381 0.97018381 0.97018381 0.97018381], Reward: tensor([-41.2531], grad_fn=<AddBackward0>), Done: False
2024-06-05 17:28:25,729 - __main__ - INFO - Action: [0.86588898 0.86588898 0.86588898 0.86588898], Reward: tensor([-43.2977], grad_fn=<AddBackward0>), Done: False
2024-06-05 17:28:29,819 - __main__ - INFO - Action: [0.91495828 0.91495828 0.91495828 0.91495828], Reward: tensor([-45.4935], grad_fn=<AddBackward0>), Done: False
2024-06-05 17:28:30,740 - __main__ - INFO - Epoch 0, Iteration 10: Reward: tensor([-432.6512], grad_fn=<AddBackward0>), Policy Loss: None, Value Loss: None, Total Loss: None, Entropy: None
